ticker,name,exchange
tg,tredegar corp.,nyse
tgh,textainer group holdings,nyse
tgi,triumph group,nyse
tgp,teekay lng partners l.p.,nyse
tgs,transportadora de gas sa ord b,nyse
tgt,target corp.,nyse
tgx,theragenics corp.,nyse
thc,tenet healthcare corp.,nyse
thg,the hanover insurance group,nyse
thga,the hanover insurance group i,nyse
thi,tim hortons inc.,nyse
tho,thor industries,nyse
thr,thermon group holdings inc.,nyse
ths,treehouse foods,nyse
ti,telecom italia s.p.a.,nyse
ti.a,telecom italia s.p.a.,nyse
tif,tiffany & co.,nyse
tisi,team,nyse
tjx,tjx companies,nyse
tk,teekay shipping corp.,nyse
tkc,turkcell iletisim hizmetleri as,nyse
tkf,turkish investment fund,nyse
tkr,timken company,nyse
tli,lmp corporate loan fund inc,nyse
tlk,p.t. telekomunikasi indonesia tbk.,nyse
tllp,tesoro logistics lp common unit,nyse
tlm,talisman energy inc.,nyse
tlp,transmontaigne partners l.p.,nyse
tlys,tilly's inc.,nyse
tm,toyota motor corp ltd ord,nyse
tmh,team health holdings,nyse
tmhc,taylor morrison home corporatio,nyse
tmk,torchmark corp.,nyse
tmk-b,torchmark corporation,nyse
tmo,thermo fisher scientific inc,nyse
tms,tms international corp.,nyse
tmus,t-mobile us inc.,nyse
tnc,tennant company,nyse
tnh,terra nitrogen company l.p.,nyse
tnk,teekay tankers ltd,nyse
tnp,tsakos energy navigation ltd,nyse
tnp-b,tsakos energy navigation limit,nyse
tol,toll brothers inc.,nyse
too,teekay offshore partners l.p.,nyse
too-a,teekay offshore partners l.p.,nyse
tot,totalfinaelf s.a.,nyse
towr,tower international,nyse
tpc,tutor perini corp.,nyse
tpgi,thomas properties group,nyse
tph,tri pointe homes inc. common s,nyse
tpl,texas pacific land trust,nyse
tpre,third point reinsurance ltd. co,nyse
tpx,tempur-pedic international inc,nyse
tpz,tortoise power and energy,nyse
tr,tootsie roll industries,nyse
trc,tejon ranch company,nyse
trex,trex company,nyse
trf,templeton russia fund,nyse
trgp,targa resources,nyse
tri,thomson reuters corp,nyse
trk,speedway motorsports,nyse
trla,trulia inc.,nyse
trmr,tremor video inc.,nyse
trn,trinity industries,nyse
trn-a,terreno realty corporation pref,nyse
trno,terreno realty corp.,nyse
trox,tronox inc,nyse
trp,transcananda pipelines,nyse
trq,turquoise hill resources ltd.,nyse
trr,trc companies,nyse
trv,the travelers companies inc,nyse
trw,trw automotive holdings corp.,nyse
ts,tenaris s.a.,nyse
tsi,tcw strategic,nyse
tsl,trina solar limited,nyse
tsm,taiwan semiconductor manufacturing,nyse
tsn,tyson foods,nyse
tso,tesoro petroleum corp.,nyse
tss,total system services,nyse
tsu,tim participacoes s.a.,nyse
ttc,toro company,nyse
ttf,thai fund,nyse
tti,tetra technologies,nyse
ttm,tata motors ltd,nyse
ttp,tortoise pipeline & energy fund,nyse
tu,telus corp. non voting shares,nyse
tuc,mac-gray corp.,nyse
tumi,tumi holdings inc.,nyse
tup,tupperware corp.,nyse
tv,grupo televisa s.a.,nyse
tvc,tennessee valley authority,nyse
tve,tennessee valley authority,nyse
tvl,lin tv corp,nyse
tw,towers watson & co,nyse
twc,time warner cable inc,nyse
twi,titan international,nyse
twn,taiwan fund,nyse
two,two harbors investments corp,nyse
twx,time warner inc.,nyse
tx,ternium s.a.,nyse
txi,texas industries,nyse
txt,textron inc.,nyse
txtr,textura corporation,nyse
ty,tri continental corp.,nyse
ty.p,tri contl cp 2.50 pr,nyse
tyc,tyco international ltd.,nyse
tyg,tortoise energy infrastructure corp.,nyse
tyg-b,tortoise energy infrastructure,nyse
tyl,tyler technologies,nyse
tyn,tortoise north american energy corp.,nyse
tyy,tortoise energy capital corp.,nyse
tyy-c,tortoise energy capital copror,nyse
tzf,bear stearns depositor,nyse
ua,under armour,nyse
ual,united continental holdings,nyse
uam,universal american financial,nyse
uan,cvr partners lp common units r,nyse
uba,urstadt biddle properties inc.,nyse
ubp,urstadt biddle properties inc.,nyse
ubp-d,urstadt biddle prf d,nyse
ubp-f,privatebancorp inc.,nyse
ubs,ubs ag,nyse
ubs-d,ubs pfd fndg tr iv,nyse
ucp,ucp inc.,nyse
udr,united dominion realty trust,nyse
ufi,unifi,nyse
ufs,domtar corp.,nyse
ugi,ugi corp.,nyse
ugp,ultrapar participacoes s.a.,nyse
uhs,universal health services,nyse
uht,universal health realty income trust,nyse
uil,uil holdings corp.,nyse
uis,unisys corp.,nyse
uis-a,unisys corporation series a con,nyse
ul,unilever plc,nyse
umc,united microelectronics corp.,nyse
umh,umh properties,nyse
umh-a,umh properties inc. 8.25% seri,nyse
un,unilever nv,nyse
unf,unifirst corp.,nyse
unh,unitedhealth group inc.,nyse
unm,unumprovident corp.,nyse
unp,union pacific corp.,nyse
uns,unisource energy corp.,nyse
unt,unit corp.,nyse
upl,ultra petroleum,nyse
ups,united parcel service,nyse
uri,united rentals,nyse
urs,urs corp.,nyse
usa,liberty all-star equity fund,nyse
usac,usa compression partners lp,nyse
usb,u.s. bancorp,nyse
usb-a,u.s. bancorp depositary shares,nyse
usb-h,us bancorp dep sh,nyse
usb-m,u.s. bancorp,nyse
usb-n,u.s. bancorp,nyse
usb-o,u.s. bancorp,nyse
usg,usg corp.,nyse
usm,united states cellular corp.,nyse
usna,usana health sciences inc.,nyse
usph,u.s. physical therapy,nyse
usu,usec inc.,nyse
utf,cohen & steers infrastructure fund,nyse
uti,universal technical institute inc,nyse
utl,unitil corp.,nyse
utx,united technologies corp.,nyse
utx-a,united technologies corporatio,nyse
uvv,universal corp.,nyse
uza,united states cellular corp.,nyse
v,visa inc.,nyse
vac,marriot vacations worldwide cor,nyse
val,valspar corp.,nyse
val.p,vale s.a.,nyse
vale,vale s.a.,nyse
var,varian medical systems,nyse
vbf,invesco van kampen bond fund,nyse
vc,visteon corp.,nyse
vci,valassis communications,nyse
vco,vina concha y toro,nyse
vcra,vocera communications inc.,nyse
wab,wabtec corp.,nyse
wac,walter investment management corp.,nyse
wag,walgreen company,nyse
wage,wageworks inc.,nyse
wair,wesco aircraft holdings inc.,nyse
wal,western alliance bancorporation,nyse
wat,waters corp.,nyse
wbc,wabco holdings inc.,nyse
wbk,westpac banking corp.,nyse
wbs,webster financial corp.,nyse
x,united states steel corp.,nyse
xaa,american muni income portfolio,nyse
xco,exco resources nl,nyse
xec,cimarex energy co,nyse
xel,xcel energy inc.,nyse
xfp,lehman abs corp.,nyse
xfr,lehman abs corp.,nyse
xin,xinyuan real estate co ltd,nyse
xke,lehman abs corp.,nyse
xko,lehman abs corp.,nyse
xl,xl company switzerland gmbh,nyse
xls,exelis inc. common stock new wh,nyse
xny,china xiniya fashion,nyse
xom,exxon mobil corp.,nyse
xon,intrexon corp,nyse
xoxo,xoxo group inc,nyse
xpo,express-1 expedited solutions,nyse
xrm,xerium technologies,nyse
xrs,tal education group,nyse
xrx,xerox corp.,nyse
xue,xueda education group,nyse
xvg,lehman abs corp.,nyse
xyl,xylem inc. common stock new whe,nyse
y,alleghany corp.,nyse
yelp,yelp inc.,nyse
yge,yingli green energy holding company,nyse
yoku,youku.com inc.,nyse
ypf,ypf sociedad anonima,nyse
yum,yum! brands,nyse
yume,yume inc.,nyse
yzc,yanzhou coal mining company,nyse
za,zuoan fashion limited american,nyse
zb-a,zions bc dp shs a,nyse
zb-c,zions bancorporation,nyse
zb-f,zions bancorporation,nyse
zb-g,zions bancorporation,nyse
zb-h,zions bancorporation,nyse
zep,zep inc.,nyse
zf,zweig fund,nyse
zfc,zais financial corp. common sto,nyse
zlc,zale corporation,nyse
zmh,zimmer holdings,nyse
znh,china southern airlines company,nyse
zqk,quiksilver,nyse
ztr,zweig total return fund,nyse
zts,zoetis inc. class a common stoc,nyse
zx,china zenix auto international,nyse
aait,ac asia information tech msci ishares,nasdaq
aame,atlantic american corp.,nasdaq
aaon,aaon,nasdaq
aapl,apple inc.,nasdaq
aaww,atlas air worldwide holdings,nasdaq
aaxj,all country asia ex jpn idx msci ishares,nasdaq
abax,abaxis,nasdaq
abcb,ameris bancorp,nasdaq
abcd,cambium learning group,nasdaq
abco,the advisory board company,nasdaq
abfs,arkansas best corp.,nasdaq
abio,arca biopharma,nasdaq
abmd,abiomed,nasdaq
abtl,autobytel inc.,nasdaq
acad,acadia pharmaceuticals inc.,nasdaq
acas,american capital,nasdaq
acat,arctic cat inc.,nasdaq
accl,accelrys,nasdaq
acet,aceto corp.,nasdaq
acfc,atlantic coast federal corp.,nasdaq
acfn,acorn energy,nasdaq
acgl,arch capital group ltd,nasdaq
achc,acadia healthcare company inc.,nasdaq
achn,achillion pharmaceuticals,nasdaq
aciw,aci worldwide,nasdaq
acls,axcelis technologies,nasdaq
acnb,acnb corp.,nasdaq
acor,acorda therapeutics,nasdaq
acpw,active power,nasdaq
acrx,acelrx pharmaceuticals,nasdaq
acst,acasti pharma inc,nasdaq
actg,acacia research corp.,nasdaq
acts,actions semiconductor co.,nasdaq
acur,acura pharmaceuticals,nasdaq
acwi,acwi index msci ishares,nasdaq
acwx,acwi ex-us index msci ishares,nasdaq
acxm,acxiom corp.,nasdaq
adat,authentidate holding,nasdaq
adbe,adobe systems incorporated,nasdaq
adep,adept technology,nasdaq
ades,ada-es,nasdaq
adhd,alcobra ltd.,nasdaq
adi,analog devices,nasdaq
adnc,audience inc.,nasdaq
adp,automatic data processing,nasdaq
adra,asia 50 adr index bldrs,nasdaq
adrd,dev mkts 100 adr index bldrs,nasdaq
adre,emrg mkts 50 adr index bldrs,nasdaq
adru,europe 100 adr index bldrs,nasdaq
adsk,autodesk,nasdaq
adtn,adtran,nasdaq
adus,addus homecare corp.,nasdaq
advs,advent software,nasdaq
aegn,aegoin corp,nasdaq
aegr,aegerion pharmaceuticals,nasdaq
aehr,aehr test systems,nasdaq
aeis,advanced energy industries,nasdaq
aepi,aep industries inc.,nasdaq
aerl,asia entertainment & resources ltd,nasdaq
aeti,american electric technologies,nasdaq
aey,addvantage technologies group,nasdaq
aezs,aeterna zentaris,nasdaq
afam,almost family inc,nasdaq
afcb,athens bancshares corp.,nasdaq
afce,afc enterprises,nasdaq
affx,affymetrix,nasdaq
afh,atlas financial holdings inc.,nasdaq
afop,alliance fiber optic products,nasdaq
afsi,amtrust financial services,nasdaq
agen,agenus inc.,nasdaq
agii,argo group international holdings ltd,nasdaq
agiil,argo group international holdin,nasdaq
agio,agios pharmaceuticals inc.,nasdaq
agnc,american capital agency,nasdaq
agncp,american capital,nasdaq
agys,agilysys,nasdaq
ahgp,alliance holdings gp l.p.,nasdaq
ahpi,allied healthcare products,nasdaq
aimc,altra holdings,nasdaq
ainv,apollo investment corp.,nasdaq
aiq,alliance healthcare services,nasdaq
airm,air methods corp.,nasdaq
airt,air t,nasdaq
aixg,aixtron se,nasdaq
akam,akamai technologies,nasdaq
akrx,akorn,nasdaq
alco,alico,nasdaq
alcs,alco stores inc,nasdaq
algn,align technology,nasdaq
algt,allegiant travel company,nasdaq
alim,alimera sciences,nasdaq
alks,alkermes,nasdaq
allb,alliance bank,nasdaq
allt,allot communications ltd,nasdaq
alny,alnylam pharmaceuticals,nasdaq
alog,analogic corp.,nasdaq
alot,astro-med,nasdaq
alsk,alaska communications systems,nasdaq
alti,altair nanotechnologies inc.,nasdaq
altr,altera corp.,nasdaq
alvr,alvarion ltd,nasdaq
alxa,alexza pharmaceuticals,nasdaq
alxn,alexion pharmaceuticals,nasdaq
amag,amag pharmaceuticals,nasdaq
amap,autonavi holdings,nasdaq
amat,applied materials,nasdaq
amba,ambarella inc.,nasdaq
ambc,ambac financial group inc.,nasdaq
ambcw,ambac financial group inc.,nasdaq
ambi,ambit biosciences corporation,nasdaq
ambt,ambient corp,nasdaq
amcc,applied micro circuits corp.,nasdaq
amcf,andatee china marine fuel services,nasdaq
amcn,airmedia group inc,nasdaq
amcx,amc networks inc.,nasdaq
amed,amedisys inc,nasdaq
amgn,amgen inc.,nasdaq
amic,american independence,nasdaq
amkr,amkor technology,nasdaq
amnb,american national bankshares,nasdaq
amot,allied motion technologies,nasdaq
amov,america movil s.a.b. de c.v.,nasdaq
amrb,american river bankshares,nasdaq
amri,albany molecular research,nasdaq
amrn,amarin corporation plc,nasdaq
amrs,amyris,nasdaq
amsc,american superconductor corp.,nasdaq
amsf,amerisafe,nasdaq
amsg,amsurg,nasdaq
amswa,american software,nasdaq
amwd,american woodmark corp.,nasdaq
amzn,amazon.com,nasdaq
anac,anacor pharmaceuticals,nasdaq
anad,anadigics,nasdaq
anat,american national insurance,nasdaq
ancb,anchor bancorp,nasdaq
anci,american caresource holdings,nasdaq
ancx,access national corp.,nasdaq
anda,andina acquisition corporation,nasdaq
andau,andina acquisition corporation,nasdaq
andaw,andina acquisition corporation,nasdaq
ande,the andersons,nasdaq
anen,anaren,nasdaq
angi,angie's list inc.,nasdaq
ango,angiodynamics,nasdaq
anik,anika therapeutics inc.,nasdaq
anip,ani pharmaceuticals inc.,nasdaq
anly,analysts international corp.,nasdaq
anss,ansys,nasdaq
anth,anthera pharmaceuticals,nasdaq
antp,phazar corp,nasdaq
aosl,alpha and omega semiconductor,nasdaq
apagf,apco oil and gas international,nasdaq
apei,american public education,nasdaq
apfc,american pacific corp.,nasdaq
apog,apogee enterprises,nasdaq
apol,apollo group,nasdaq
appy,aspenbio pharma,nasdaq
apri,apricus biosciences inc,nasdaq
apsa,alto palermo s.a.,nasdaq
apwc,asia pac wire &cable,nasdaq
aqu,aquasition corp.,nasdaq
aquuu,aquasition corp.,nasdaq
aquuw,aquasition corp.,nasdaq
aray,accuray incorporated,nasdaq
arcc,ares capital corp.,nasdaq
arci,appliance recycling centers,nasdaq
arcp,american realty capital propert,nasdaq
arcw,arc wireless solutions,nasdaq
ardna,arden group,nasdaq
arex,approach resources inc.,nasdaq
aria,ariad pharmaceuticals,nasdaq
arii,american railcar industries,nasdaq
arkr,ark restaurants,nasdaq
arlp,alliance resource partners l.p.,nasdaq
armh,arm holdings plc,nasdaq
arna,arena pharmaceuticals,nasdaq
arow,arrow financial corp.,nasdaq
arql,arqule,nasdaq
arrs,arris group inc,nasdaq
arry,array biopharma inc.,nasdaq
artc,arthrocare corp.,nasdaq
artna,artesian resources corp.,nasdaq
artw,art's-way manufacturing co.,nasdaq
artx,arotech corp.,nasdaq
arun,aruba networks,nasdaq
arwr,arrowhead research corp.,nasdaq
asbb,asb bancorp inc.,nasdaq
asbc,associated banc-corp,nasdaq
asbcw,associated banc-corp,nasdaq
asbi,ameriana bancorp,nasdaq
asca,ameristar casinos,nasdaq
ascma,ascent media corp.,nasdaq
asdr,velocityshares emerging asia dr,nasdaq
asei,american science and engineering,nasdaq
asfi,asta funding,nasdaq
asia,asiainfo-linkage,nasdaq
asmi,asm international n.v.,nasdaq
asml,asml holding n.v.,nasdaq
asna,ascena retail group,nasdaq
asps,altisource portfolio solutions s.a.,nasdaq
asrv,ameriserv financial inc.,nasdaq
asrvp,ameriserv financial inc.,nasdaq
astc,astrotech corp.,nasdaq
aste,astec industries,nasdaq
asti,ascent solar technologies,nasdaq
astm,aastrom biosciences,nasdaq
astx,astex pharmaceuticals inc,nasdaq
asur,asure software inc,nasdaq
asys,amtech systems,nasdaq
atai,ata inc.,nasdaq
atax,america first tax exempt l.p.,nasdaq
atea,astea international,nasdaq
atec,alphatec holdings,nasdaq
athn,athenahealth,nasdaq
athx,athersys,nasdaq
atlc,atlanticus holdings corp.,nasdaq
atlo,ames national corp.,nasdaq
atmi,atmi inc.,nasdaq
atml,atmel corp.,nasdaq
atni,atlantic tele-network,nasdaq
atny,api technologies,nasdaq
atos,atossa genetics inc.,nasdaq
atrc,atricure,nasdaq
atri,atrion corp.,nasdaq
atrm,aetrium inc.,nasdaq
atro,astronics corp.,nasdaq
atrs,antares pharma,nasdaq
atsg,air transport services group inc,nasdaq
attu,attunity ltd,nasdaq
atvi,activision blizzard inc,nasdaq
atx,cross [a.t.] company,nasdaq
aubn,auburn national bancorporation,nasdaq
audc,audiocodes ltd,nasdaq
auxl,auxilium pharmaceuticals,nasdaq
avav,aerovironment,nasdaq
aveo,aveo pharmaceuticals,nasdaq
avgo,avago technologies,nasdaq
avhi,av homes inc,nasdaq
avid,avid technology,nasdaq
avnr,avanir pharmaceuticals inc,nasdaq
avnw,aviat networks,nasdaq
away,homeaway inc.,nasdaq
awre,aware,nasdaq
axas,abraxas petroleum corp.,nasdaq
axdx,accelerate diagnostics inc.,nasdaq
axfn,acwi ex-us financials msci ishares,nasdaq
axgn,lectec corp,nasdaq
axjs,ac asia ex japan smallcap msci ishares,nasdaq
axti,axt inc,nasdaq
azpn,aspen technology,nasdaq
baby,natus medical inc.,nasdaq
bagl,einstein noah restaurant group,nasdaq
bagr,diversified restaurant holdings inc.,nasdaq
bamm,books-a-million,nasdaq
banc,first pactrust bancorp,nasdaq
bancl,first pactrust bancorp inc.,nasdaq
bancp,first pactrust bancorp inc.,nasdaq
banf,bancfirst corp.,nasdaq
banfp,bancfirst corp.,nasdaq
banr,banner corp.,nasdaq
basi,bioanalytical systems,nasdaq
baxs,baxano surgical inc.,nasdaq
bbby,bed bath & beyond inc.,nasdaq
bbcn,bbcn bancorp inc,nasdaq
bbep,breitburn energy partners l.p.,nasdaq
bbgi,beasley broadcast group,nasdaq
bbnk,bridge capital holdings,nasdaq
bbox,black box corp.,nasdaq
bbrg,bravo brio restaurant group,nasdaq
bbry,blackberry limited,nasdaq
bbsi,barrett business services,nasdaq
bcbp,bcb bancorp inc. [nj],nasdaq
bcom,b communications ltd,nasdaq
bcor,blucora inc.,nasdaq
bcov,brightcove inc.,nasdaq
bcpc,balchem corp.,nasdaq
bcrx,biocryst pharmaceuticals,nasdaq
bcsb,bcsb bancorp,nasdaq
bdbd,boulder brands inc,nasdaq
bde,black diamond,nasdaq
bdge,bridge bancorp,nasdaq
bdms,birner dental management services,nasdaq
bdsi,biodelivery sciences international,nasdaq
beat,cardionet,nasdaq
beav,be aerospace,nasdaq
bebe,bebe stores,nasdaq
becn,beacon roofing supply,nasdaq
belfa,bel fuse inc.,nasdaq
belfb,bel fuse inc.,nasdaq
berk,berkshire bancorp,nasdaq
bfin,bankfinancial corp.,nasdaq
bgcp,bgc partners,nasdaq
bgfv,big 5 sporting goods corp.,nasdaq
bgmd,bg medicine,nasdaq
bgsc,bgs acquisition corp.,nasdaq
bgscu,bgs acquisition corp.,nasdaq
bgscw,bgs acquisition corp.,nasdaq
bib,ultra nasdaq biotechnology proshares,nasdaq
bick,bick index first trust,nasdaq
bidu,baidu,nasdaq
biib,biogen idec inc,nasdaq
biod,biodel inc.,nasdaq
biof,biofuel energy,nasdaq
biol,biolase technology,nasdaq
bios,bioscrip,nasdaq
birt,actuate corp.,nasdaq
bis,ultrashort nasdaq biotech proshares,nasdaq
bjri,bj's restaurants,nasdaq
bkcc,blackrock kelso capital corp.,nasdaq
bkep,blueknight energy,nasdaq
bkepp,blueknight energy partners l.p.,nasdaq
bkmu,bank mutual corp.,nasdaq
bksc,bank of south carolina,nasdaq
bkyf,the bank of kentucky financial,nasdaq
bldp,ballard power systems,nasdaq
bldr,builders firstsource,nasdaq
blin,bridgeline digital,nasdaq
blkb,blackbaud,nasdaq
blmn,bloomin' brands inc.,nasdaq
blmt,bsb bancorp inc.,nasdaq
blrx,biolinerx ltd.,nasdaq
blue,bluebird bio inc.,nasdaq
bmc,bmc software,nasdaq
bmrc,bank of marin bancorp,nasdaq
bmrn,biomarin pharmaceutical inc.,nasdaq
bmtc,bryn mawr bank corp.,nasdaq
bncl,beneficial mutual bancorp,nasdaq
bncn,bnc bancorp,nasdaq
bndx,vanguard total international bo,nasdaq
bnso,bonso electronics international,nasdaq
bobe,bob evans farms,nasdaq
boch,bank of commerce holdings [ca],nasdaq
body,body central,nasdaq
bofi,bofi holding,nasdaq
bokf,bok financial corp.,nasdaq
bolt,bolt technology corp.,nasdaq
bona,bona film group limited,nasdaq
bont,the bon-ton stores,nasdaq
boom,dynamic materials corp.,nasdaq
bosc,b.o.s. better online solutions,nasdaq
bota,biota pharmaceuticals inc.,nasdaq
botj,bank of the jame fnl,nasdaq
bpfh,boston private financial holdings,nasdaq
bpfhp,boston private financial holdings inc.,nasdaq
bpfhw,boston private financial holdings,nasdaq
bphx,bluephoenix solutions,nasdaq
bpop,popular,nasdaq
bpopm,popular,nasdaq
bpopn,popular,nasdaq
brcd,brocade communications systems,nasdaq
brcm,broadcom corp.,nasdaq
brew,craft brewers alliance inc,nasdaq
brid,bridgford foods corp.,nasdaq
brkl,brookline bancorp,nasdaq
brkr,bruker corp.,nasdaq
brks,brooks automation,nasdaq
brli,bio-reference laboratories,nasdaq
bsdm,bsd medical corp.,nasdaq
bset,bassett furniture industries inc.,nasdaq
bsft,broadsoft,nasdaq
bspm,biostar pharmaceuticals,nasdaq
bsqr,bsquare corp.,nasdaq
bsrr,sierra bancorp,nasdaq
bstc,biospecifics technologies corp,nasdaq
btui,btu international,nasdaq
bur,burcon nutrascience,nasdaq
buse,first busey corp.,nasdaq
bv,bazaarvoice inc.,nasdaq
bva,cordia bancorp inc.,nasdaq
bvsn,broadvision,nasdaq
bwen,broadwind energy,nasdaq
bwina,baldwin & lyons,nasdaq
bwinb,baldwin & lyons,nasdaq
bwld,buffalo wild wings,nasdaq
byfc,broadway financial corp.,nasdaq
ca,ca inc.,nasdaq
caas,china automotive systems,nasdaq
cac,camden national corp.,nasdaq
cacb,cascade bancorp,nasdaq
cacc,credit acceptance corp.,nasdaq
cacgu,chart acquisition corp.,nasdaq
cacgw,chart acquisition corp.,nasdaq
cach,cache,nasdaq
cadc,china advanced construction,nasdaq
cadx,cadence pharmaceuticals,nasdaq
cafi,camco financial corp.,nasdaq
cake,the cheesecake factory inc.,nasdaq
cald,callidus software,nasdaq
cali,china auto logistics inc.,nasdaq
call,vocaltec communications ltd,nasdaq
calm,cal-maine foods,nasdaq
camp,calamp,nasdaq
camt,camtek ltd,nasdaq
car,avis budget group,nasdaq
carb,carbonite inc.,nasdaq
cart,carolina trust bank,nasdaq
carv,carver bancorp,nasdaq
carz,nasdaq global auto index first trust,nasdaq
cash,meta financial group,nasdaq
casm,cas medical systems,nasdaq
cass,cass information systems inc,nasdaq
casy,caseys general stores,nasdaq
catm,cardtronics,nasdaq
caty,cathay general bancorp,nasdaq
cavm,cavium inc,nasdaq
cbak,china bak battery,nasdaq
cban,colony bankcorp,nasdaq
cbey,cbeyond,nasdaq
cbf,capital bank financial corp.,nasdaq
cbin,community bank shares of indiana,nasdaq
cbli,cleveland biolabs,nasdaq
cbmx,combimatrix corp.,nasdaq
cbmxw,combimatrix corp.,nasdaq
cbnj,cape bancorp,nasdaq
cbnk,chicopee bancorp,nasdaq
cboe,cboe holdings,nasdaq
cbpo,china biologic products,nasdaq
cbrl,cracker barrel old country store,nasdaq
cbrx,columbia laboratories,nasdaq
cbsh,commerce bancshares,nasdaq
cbst,cubist pharmaceuticals,nasdaq
ccbg,capital city bank group,nasdaq
cccl,china ceramics co.,nasdaq
cccr,china commercial credit inc.,nasdaq
ccih,chinacache international,nasdaq
ccix,coleman cable,nasdaq
ccmp,cabot microelectronics corp.,nasdaq
ccne,cnb financial corp.,nasdaq
ccoi,cogent communications group,nasdaq
ccrn,cross country healthcare,nasdaq
ccur,concurrent computer corp.,nasdaq
ccxi,chemocentryx inc.,nasdaq
cdns,cadence design systems,nasdaq
cdti,clean diesel technologies,nasdaq
cdw,cdw corporation,nasdaq
cdxs,codexis,nasdaq
cdzi,cadiz,nasdaq
cece,ceco environmental,nasdaq
ceco,career education corp.,nasdaq
cedu,chinaedu corp.,nasdaq
celg,celgene corp.,nasdaq
celgz,celgene corp.,nasdaq
cemi,chembio diagnostics,nasdaq
cemp,cempra inc.,nasdaq
cent,central garden & pet company,nasdaq
centa,central garden & pet company,nasdaq
cenx,century aluminum company,nasdaq
cere,ceres inc.,nasdaq
cern,cerner corp.,nasdaq
cers,cerus corp.,nasdaq
cetv,central european media enterprises,nasdaq
ceva,ceva,nasdaq
cfbk,central federal corp.,nasdaq
cffi,c&f financial corp.,nasdaq
cffn,capitol federal financial,nasdaq
cfnb,california first national bancorp,nasdaq
cfnl,cardinal financial corp.,nasdaq
cg,the carlyle group l.p.,nasdaq
cgen,compugen ltd,nasdaq
cgix,cancer genetics inc,nasdaq
cgnx,cognex corp.,nasdaq
cgo,calamos global total return fund,nasdaq
chci,comstock homebuilding companies,nasdaq
chco,city holding company,nasdaq
chdn,churchill downs inc.,nasdaq
chdx,chindex international,nasdaq
chef,the chefs' warehouse inc.,nasdaq
chev,cheviot financial corp,nasdaq
chfc,chemical financial corp.,nasdaq
chfn,charter financial,nasdaq
chi,calamos convertible opportunities,nasdaq
chke,cherokee inc.,nasdaq
chkp,check point software technologies ltd,nasdaq
chln,china housing & land development,nasdaq
chmg,chemung financial corp,nasdaq
chnr,china natural resources,nasdaq
chop,china gerui advanced materials,nasdaq
chrm,charm communications inc.,nasdaq
chrw,c.h. robinson worldwide,nasdaq
chscp,chs inc,nasdaq
chtp,chelsea therapeutics international,nasdaq
chtr,charter communications,nasdaq
chuy,chuy's holding inc,nasdaq
chw,calamos global dynamic,nasdaq
chxf,wisdomtree china dividend ex-fi,nasdaq
chy,calamos convertible and high,nasdaq
chyr,chyron corp.,nasdaq
cidm,cinedigm digital cinema corp,nasdaq
cien,ciena corp.,nasdaq
cifc,cifc corp.,nasdaq
cimt,cimatron limited,nasdaq
cinf,cincinnati financial corp.,nasdaq
cisaa,cis acquisition ltd.,nasdaq
cisau,cis acquisition ltd.,nasdaq
cisaw,cis acquisition ltd.,nasdaq
cisg,cninsure inc.,nasdaq
citz,cfs bancorp,nasdaq
cizn,citizens holding company,nasdaq
cjjd,china jo-jo drugstores,nasdaq
ckec,carmike cinemas,nasdaq
cksw,clicksoftware technologies ltd,nasdaq
clac,capitol acquisition corp. ii,nasdaq
clacu,capitol acquisition corp. ii,nasdaq
clacw,capitol acquisition corp. ii,nasdaq
clbh,carolina bank holdings inc.,nasdaq
clct,collectors universe,nasdaq
cldx,celldex therapeutics inc,nasdaq
clfd,clearfield,nasdaq
clir,clearsign combustion corporatio,nasdaq
clms,calamos asset management,nasdaq
clmt,calumet specialty products,nasdaq
clne,clean energy fuels,nasdaq
clnt,cleantech solutions international inc,nasdaq
clro,clearone communications inc.,nasdaq
clrx,tegal corp.,nasdaq
clsn,celsion corp.,nasdaq
club,town sports international holdings,nasdaq
clvs,clovis oncology inc.,nasdaq
clwt,euro tech holdings company,nasdaq
cmco,columbus mckinnon corp.,nasdaq
cmcsa,comcast corp.,nasdaq
cmcsk,comcast corp.,nasdaq
cme,cme group inc.,nasdaq
cmge,china mobile games and entertai,nasdaq
cmls,cumulus media inc.,nasdaq
cmrx,chimerix inc.,nasdaq
cmsb,cms bancorp,nasdaq
cmtl,comtech telecommunications,nasdaq
cnat,conatus pharmaceuticals inc.,nasdaq
cnbc,center bancorp,nasdaq
cnbka,century bancorp,nasdaq
cndo,coronado biosciences,nasdaq
cnet,chinanet online holdings,nasdaq
cnit,china information technology,nasdaq
cnmd,conmed corp.,nasdaq
cnob,connectone bancorp inc.,nasdaq
cnqr,concur technologies,nasdaq
cnsi,comverse,nasdaq
cnsl,consolidated communications holdings,nasdaq
cntf,china techfaith wireless,nasdaq
cnty,century casinos,nasdaq
cnyd,china yida holding co.,nasdaq
coa,coastal contacts inc,nasdaq
cob,solarwinds inc.,nasdaq
cobk,colonial financial services,nasdaq
cobr,cobra electronics corp.,nasdaq
cobz,cobiz financial inc.,nasdaq
coco,corinthian colleges,nasdaq
cogo,cogo group,nasdaq
cohr,coherent,nasdaq
cohu,cohu,nasdaq
coke,coca-cola bottling co. consolidated,nasdaq
colb,columbia banking system,nasdaq
colm,columbia sportswear company,nasdaq
